algo,baseline,seed,episodes,final_eval_episodes,final_eval_mean_return,final_eval_std_return,total_training_time_sec,model_path
actor_critic,,2,1000,50,45.027364675094496,1.90246114623024,12.923033952713013,results/actor_critic_seed_2/model.pt
