algo,baseline,seed,episode,episode_return,episode_steps,episode_time_sec,elapsed_time_sec,eval_mean_return,eval_std_return,loss,policy_loss,value_loss,entropy,mean_return,mean_advantage,advantage
reinforce,0.0,0,1,62.30948772976065,38,0.037558794021606445,0.037561893463134766,,,77.32551574707031,77.32551574707031,,,31.979774475097656,31.979774475097656,
reinforce,0.0,0,2,63.37033712394447,39,0.006779909133911133,0.04447793960571289,,,91.90093994140625,91.90093994140625,,,32.427696228027344,32.427696228027344,
reinforce,0.0,0,3,6.9229115504304595,11,0.0028650760650634766,0.047467947006225586,,,7.3700852394104,7.3700852394104,,,2.7330482006073,2.7330482006073,
reinforce,0.0,0,4,6.8632103174904735,10,0.0018320083618164062,0.0494229793548584,,,8.55887508392334,8.55887508392334,,,3.001859426498413,3.001859426498413,
reinforce,0.0,0,5,68.58567587985854,48,0.008712053298950195,0.05825996398925781,,,52.45088577270508,52.45088577270508,,,30.461244583129883,30.461244583129883,
reinforce,0.0,0,6,22.127509100845458,22,0.004151105880737305,0.06253910064697266,,,22.57154655456543,22.57154655456543,,,10.238123893737793,10.238123893737793,
reinforce,0.0,0,7,5.881961662187374,9,0.0016367435455322266,0.06432890892028809,,,4.86520528793335,4.86520528793335,,,2.4725239276885986,2.4725239276885986,
reinforce,0.0,0,8,4.630563151272485,8,0.0016591548919677734,0.06607198715209961,,,6.08784818649292,6.08784818649292,,,1.832397699356079,1.832397699356079,
reinforce,0.0,0,9,13.879340043890862,17,0.003607034683227539,0.06980609893798828,,,8.849403381347656,8.849403381347656,,,5.660690784454346,5.660690784454346,
reinforce,0.0,0,10,7.818050334422779,12,0.0021789073944091797,0.07209086418151855,,,4.875686168670654,4.875686168670654,,,2.9872548580169678,2.9872548580169678,
reinforce,0.0,0,11,3.610009802762335,7,0.0014190673828125,0.0736079216003418,,,3.548609972000122,3.548609972000122,,,1.3371294736862183,1.3371294736862183,
reinforce,0.0,0,12,13.399195914779787,16,0.0033631324768066406,0.07711386680603027,,,14.602083206176758,14.602083206176758,,,5.77725887298584,5.77725887298584,
reinforce,0.0,0,13,10.185518821591062,15,0.0026760101318359375,0.07993388175964355,,,6.136453151702881,6.136453151702881,,,3.425135850906372,3.425135850906372,
reinforce,0.0,0,14,13.680089546301003,18,0.00413203239440918,0.08416986465454102,,,11.550251007080078,11.550251007080078,,,5.115423679351807,5.115423679351807,
reinforce,0.0,0,15,6.117302912438414,10,0.0018529891967773438,0.08615994453430176,,,3.7819950580596924,3.7819950580596924,,,2.1495628356933594,2.1495628356933594,
reinforce,0.0,0,16,6.931655858805435,11,0.002384185791015625,0.0886540412902832,,,5.187481880187988,5.187481880187988,,,2.393496036529541,2.393496036529541,
reinforce,0.0,0,17,3.714352210655994,7,0.0018849372863769531,0.0906519889831543,,,3.5959761142730713,3.5959761142730713,,,1.4263769388198853,1.4263769388198853,
reinforce,0.0,0,18,4.519048509390644,8,0.0014777183532714844,0.09223389625549316,,,2.673177719116211,2.673177719116211,,,1.7621592283248901,1.7621592283248901,
reinforce,0.0,0,19,4.303303360505924,9,0.0017490386962890625,0.09409904479980469,,,2.0740435123443604,2.0740435123443604,,,1.1470515727996826,1.1470515727996826,
reinforce,0.0,0,20,6.702685392242275,10,0.001949310302734375,0.09616208076477051,5.067357121454455,0.03837932109978221,5.829401969909668,5.829401969909668,,,2.6304609775543213,2.6304609775543213,
reinforce,0.0,0,21,4.552919639128959,8,0.0018339157104492188,0.10646295547485352,,,3.921193838119507,3.921193838119507,,,1.6778435707092285,1.6778435707092285,
