algo,baseline,seed,episode,episode_return,episode_steps,episode_time_sec,elapsed_time_sec,eval_mean_return,eval_std_return,loss,policy_loss,value_loss,entropy,mean_return,mean_advantage,advantage
reinforce,0.0,2,1,54.226682973028716,66,0.024415969848632812,0.02441883087158203,,,41.785282135009766,41.785282135009766,,,20.092098236083984,20.092098236083984,
reinforce,0.0,2,2,41.91423969841869,72,0.013676643371582031,0.038243770599365234,,,25.528366088867188,25.528366088867188,,,14.432083129882812,14.432083129882812,
reinforce,0.0,2,3,34.267032130918004,38,0.006561994552612305,0.04494190216064453,,,35.92612075805664,35.92612075805664,,,15.668050765991211,15.668050765991211,
reinforce,0.0,2,4,26.995367813417275,57,0.010560035705566406,0.05561709403991699,,,15.076364517211914,15.076364517211914,,,7.36328125,7.36328125,
reinforce,0.0,2,5,162.26150195021327,132,0.0232541561126709,0.07907891273498535,,,115.16206359863281,115.16206359863281,,,54.37236404418945,54.37236404418945,
reinforce,0.0,2,6,429.61366253278527,345,0.059194087982177734,0.13849091529846191,,,199.48031616210938,199.48031616210938,,,96.66525268554688,96.66525268554688,
reinforce,0.0,2,7,169.8403377656876,141,0.02385401725769043,0.16252803802490234,,,129.9467315673828,129.9467315673828,,,57.35384750366211,57.35384750366211,
reinforce,0.0,2,8,90.541148337854,67,0.011439800262451172,0.17412590980529785,,,75.29855346679688,75.29855346679688,,,38.615230560302734,38.615230560302734,
reinforce,0.0,2,9,109.31346870672368,81,0.014263153076171875,0.18857598304748535,,,112.070556640625,112.070556640625,,,47.304832458496094,47.304832458496094,
reinforce,0.0,2,10,83.40731357968964,56,0.010373830795288086,0.19912195205688477,,,81.23200225830078,81.23200225830078,,,38.094974517822266,38.094974517822266,
reinforce,0.0,2,11,94.10736286266918,64,0.011518001556396484,0.21081185340881348,,,88.46099853515625,88.46099853515625,,,41.528167724609375,41.528167724609375,
reinforce,0.0,2,12,108.37788650231292,75,0.013297796249389648,0.22428178787231445,,,111.49126434326172,111.49126434326172,,,47.0649299621582,47.0649299621582,
reinforce,0.0,2,13,150.45203768318697,79,0.013312816619873047,0.23777985572814941,,,142.6467742919922,142.6467742919922,,,66.59957122802734,66.59957122802734,
reinforce,0.0,2,14,92.9084545382865,62,0.01163792610168457,0.24956893920898438,,,93.50641632080078,93.50641632080078,,,41.80689239501953,41.80689239501953,
reinforce,0.0,2,15,74.87982200081328,46,0.008428096771240234,0.2581608295440674,,,72.10328674316406,72.10328674316406,,,37.1881103515625,37.1881103515625,
reinforce,0.0,2,16,95.859235730431,65,0.011639833450317383,0.26995372772216797,,,94.56791687011719,94.56791687011719,,,43.7052116394043,43.7052116394043,
reinforce,0.0,2,17,235.5092677216454,109,0.01858830451965332,0.2886950969696045,,,225.8471221923828,225.8471221923828,,,94.9205322265625,94.9205322265625,
reinforce,0.0,2,18,87.58995304510334,53,0.009251117706298828,0.2981119155883789,,,87.64158630371094,87.64158630371094,,,42.30537414550781,42.30537414550781,
reinforce,0.0,2,19,103.9815578492701,59,0.010136842727661133,0.308377742767334,,,119.78350067138672,119.78350067138672,,,49.356868743896484,49.356868743896484,
reinforce,0.0,2,20,227.93158015399507,108,0.018431901931762695,0.3269670009613037,101.36578629187005,2.959635711661857,182.48777770996094,182.48777770996094,,,91.88369750976562,91.88369750976562,
reinforce,0.0,2,21,103.07239556034867,58,0.010228157043457031,0.36580896377563477,,,97.7175521850586,97.7175521850586,,,49.494300842285156,49.494300842285156,
reinforce,0.0,2,22,93.44799795591629,53,0.009218215942382812,0.3751659393310547,,,105.10150909423828,105.10150909423828,,,45.600624084472656,45.600624084472656,
reinforce,0.0,2,23,178.725653826722,84,0.014797687530517578,0.39011573791503906,,,176.81002807617188,176.81002807617188,,,79.15849304199219,79.15849304199219,
reinforce,0.0,2,24,211.67680592250196,95,0.016244888305664062,0.406527042388916,,,212.7744598388672,212.7744598388672,,,90.5234375,90.5234375,
reinforce,0.0,2,25,214.75220482786548,95,0.016211748123168945,0.4228947162628174,,,226.12744140625,226.12744140625,,,92.33364868164062,92.33364868164062,
reinforce,0.0,2,26,74.53968253609484,45,0.007912874221801758,0.43097496032714844,,,67.18708801269531,67.18708801269531,,,37.18437957763672,37.18437957763672,
reinforce,0.0,2,27,61.45703233437759,37,0.006306886672973633,0.43741393089294434,,,64.61001586914062,64.61001586914062,,,31.03960418701172,31.03960418701172,
reinforce,0.0,2,28,207.3953617356037,95,0.016458988189697266,0.45410895347595215,,,187.13507080078125,187.13507080078125,,,88.4333267211914,88.4333267211914,
reinforce,0.0,2,29,214.54913490077186,93,0.016000032424926758,0.4702568054199219,,,201.64376831054688,201.64376831054688,,,93.04679870605469,93.04679870605469,
reinforce,0.0,2,30,185.20789789915594,86,0.0150299072265625,0.4854269027709961,,,197.37733459472656,197.37733459472656,,,81.3873062133789,81.3873062133789,
reinforce,0.0,2,31,186.5722474203762,86,0.014734983444213867,0.5002989768981934,,,171.06085205078125,171.06085205078125,,,81.7542495727539,81.7542495727539,
reinforce,0.0,2,32,188.7364808974669,90,0.015495777130126953,0.5160088539123535,,,154.01797485351562,154.01797485351562,,,80.75418090820312,80.75418090820312,
reinforce,0.0,2,33,18.82313571387573,15,0.0028562545776367188,0.5190200805664062,,,24.815954208374023,24.815954208374023,,,10.584314346313477,10.584314346313477,
reinforce,0.0,2,34,179.1050473480293,84,0.014084815979003906,0.5332107543945312,,,162.30091857910156,162.30091857910156,,,78.15707397460938,78.15707397460938,
reinforce,0.0,2,35,38.17458196597568,26,0.004654884338378906,0.5379998683929443,,,38.95697021484375,38.95697021484375,,,20.279972076416016,20.279972076416016,
reinforce,0.0,2,36,31.280069150198827,22,0.004168033599853516,0.5422978401184082,,,40.47630310058594,40.47630310058594,,,16.990877151489258,16.990877151489258,
reinforce,0.0,2,37,34.44057673855495,23,0.0039522647857666016,0.5463581085205078,,,36.87620162963867,36.87620162963867,,,18.712726593017578,18.712726593017578,
reinforce,0.0,2,38,29.111637642772504,21,0.00400996208190918,0.550468921661377,,,34.993892669677734,34.993892669677734,,,15.943655967712402,15.943655967712402,
reinforce,0.0,2,39,34.64564145510908,24,0.004070758819580078,0.5546398162841797,,,35.96834182739258,35.96834182739258,,,19.005352020263672,19.005352020263672,
reinforce,0.0,2,40,165.65070079530477,79,0.013518095016479492,0.5682470798492432,23.15905597633509,0.8489238482598118,131.46896362304688,131.46896362304688,,,74.25519561767578,74.25519561767578,
reinforce,0.0,2,41,29.132790276758158,21,0.0036859512329101562,0.5808248519897461,,,34.715843200683594,34.715843200683594,,,16.170562744140625,16.170562744140625,
reinforce,0.0,2,42,40.45638310987626,27,0.005137205123901367,0.5860469341278076,,,39.30919647216797,39.30919647216797,,,21.75758171081543,21.75758171081543,
reinforce,0.0,2,43,22.951114290015326,18,0.0031769275665283203,0.5893278121948242,,,26.41197395324707,26.41197395324707,,,12.81740951538086,12.81740951538086,
reinforce,0.0,2,44,40.96930176337316,28,0.004963874816894531,0.5943708419799805,,,50.86039352416992,50.86039352416992,,,22.036550521850586,22.036550521850586,
reinforce,0.0,2,45,26.51504434374843,20,0.003660917282104492,0.5981349945068359,,,28.897512435913086,28.897512435913086,,,14.496942520141602,14.496942520141602,
reinforce,0.0,2,46,200.71410544072765,90,0.015516996383666992,0.6137669086456299,,,197.886962890625,197.886962890625,,,88.3061752319336,88.3061752319336,
reinforce,0.0,2,47,160.50004676955825,77,0.012919187545776367,0.6268370151519775,,,160.29217529296875,160.29217529296875,,,72.93692016601562,72.93692016601562,
reinforce,0.0,2,48,40.5527013714078,28,0.004933834075927734,0.6319067478179932,,,51.78857421875,51.78857421875,,,21.799436569213867,21.799436569213867,
reinforce,0.0,2,49,44.989907713097196,30,0.0052607059478759766,0.6373367309570312,,,52.11684036254883,52.11684036254883,,,23.921457290649414,23.921457290649414,
reinforce,0.0,2,50,81.37895805242802,48,0.008494138717651367,0.6459839344024658,,,93.88607788085938,93.88607788085938,,,40.57748031616211,40.57748031616211,
reinforce,0.0,2,51,20.94234062999486,17,0.0031321048736572266,0.6492919921875,,,32.61032485961914,32.61032485961914,,,11.518174171447754,11.518174171447754,
reinforce,0.0,2,52,51.100466128454045,34,0.0060749053955078125,0.655472993850708,,,65.57539367675781,65.57539367675781,,,26.576900482177734,26.576900482177734,
reinforce,0.0,2,53,81.52477661943998,48,0.008282184600830078,0.6638998985290527,,,82.17413330078125,82.17413330078125,,,40.66797637939453,40.66797637939453,
reinforce,0.0,2,54,67.66569580308008,43,0.007587909698486328,0.6716098785400391,,,66.7164077758789,66.7164077758789,,,34.143577575683594,34.143577575683594,
reinforce,0.0,2,55,24.892727540588567,20,0.003865957260131836,0.6756279468536377,,,26.9082088470459,26.9082088470459,,,13.590032577514648,13.590032577514648,
