algo,baseline,seed,episodes,final_eval_episodes,final_eval_mean_return,final_eval_std_return,total_training_time_sec,model_path
reinforce,0.0,2,1000,50,6.732753700980818,0.558382806212456,9.845679759979248,results/reinforce_baseline_0_seed_2/model.pt
