algo,baseline,seed,episode,episode_return,episode_steps,episode_time_sec,elapsed_time_sec,eval_mean_return,eval_std_return,loss,policy_loss,value_loss,entropy,mean_return,mean_advantage,advantage
actor_critic,,0,1,32.60390112594734,30,0.03934121131896973,0.03934431076049805,,,2.3289850533008574,1.2275941769282024,1.5734156052271524,2.143870202700297,,,0.8568487326304118
actor_critic,,0,2,17.05329735323126,20,0.013010978698730469,0.05254030227661133,,,4.33499964363873,1.0460021916776896,4.698567800549791,2.125591814517975,,,0.5130767583847046
actor_critic,,0,3,11.39968806216726,15,0.009160041809082031,0.06183815002441406,,,8.282380167643229,1.9362902998924256,9.065843306978543,2.118561522165934,,,0.2460640589396159
actor_critic,,0,4,21.578238568826258,21,0.013544082641601562,0.0755913257598877,,,8.338844515028454,2.128606679893675,8.871768268800917,2.1174341496967135,,,0.5363055410839263
actor_critic,,0,5,10.482853776757358,15,0.009680032730102539,0.0855112075805664,,,9.050933035214742,-1.1059920330842337,14.509893152614435,2.113111654917399,,,-0.026136366526285808
actor_critic,,0,6,15.035293367304092,19,0.011715173721313477,0.09738540649414062,,,9.996275468876487,0.5774242501509818,13.455501325820622,2.1071812604603015,,,0.09470718785336144
actor_critic,,0,7,24.457707267782254,25,0.01600193977355957,0.11356520652770996,,,10.162492313683034,1.096773390173912,12.951027156403288,2.0978372478485108,,,0.31712818145751953
actor_critic,,0,8,8.304100451971786,14,0.008601188659667969,0.12233233451843262,,,15.790295228362083,-1.1009463689156942,24.13034547004333,2.085181866373335,,,-0.6001103264944894
actor_critic,,0,9,14.663996356967619,18,0.011445760726928711,0.13395214080810547,,,13.676865357491705,-0.4024309880203671,20.113280928383272,2.078774571418762,,,-0.23681036631266275
actor_critic,,0,10,5.349914209158658,10,0.006205081939697266,0.1403193473815918,,,21.24137952532619,-5.893487945571541,38.76409911318624,2.0746373176574706,,,-1.326880645751953
actor_critic,,0,11,7.331549701224707,12,0.0076482295989990234,0.14815330505371094,,,17.101673767824348,-6.7151455186928315,34.024028216614774,2.0717087984085083,,,-1.0390524864196777
actor_critic,,0,12,6.69198466222466,11,0.0069620609283447266,0.1552562713623047,,,26.14044643159617,-0.9520431662147696,38.70355911188844,2.070135485042225,,,-1.2509821111505681
actor_critic,,0,13,6.893827164559855,12,0.007624387741088867,0.16302943229675293,,,22.254521819762886,-4.030841069296002,37.55051984217213,2.0675196448961892,,,-1.2161396344502766
actor_critic,,0,14,7.489557890225853,12,0.007581233978271484,0.17078447341918945,,,26.246194827059906,-0.916380782922109,38.80367804396277,2.0653682351112366,,,-1.2320335706075032
actor_critic,,0,15,10.476944171541408,14,0.008813142776489258,0.1797654628753662,,,20.426955819129944,-4.088314113872392,35.021814410175594,2.064300162451608,,,-0.9427209581647601
actor_critic,,0,16,11.61305214951226,15,0.009479999542236328,0.18946218490600586,,,16.03194891611735,-8.218807461857796,34.64393829405308,2.0627099831899005,,,-0.8936209360758464
actor_critic,,0,17,17.184885547503924,19,0.011688947677612305,0.20130610466003418,,,21.06719502022392,-0.2219976124010588,30.413133713759873,2.0597579353734066,,,-0.540582255313271
actor_critic,,0,18,13.882299951760393,17,0.011026144027709961,0.21249938011169434,,,18.067438465707443,-7.838476699941299,37.00845075968434,2.0548987248364616,,,-0.850623186896829
actor_critic,,0,19,9.800659054885273,14,0.008542299270629883,0.22121524810791016,,,33.34485614512648,-1.1312616893223353,49.25159735897822,2.0496929373059953,,,-1.346930640084403
actor_critic,,0,20,7.808681402881472,12,0.0074999332427978516,0.22887229919433594,8.33958706677358,0.33559373643065926,39.482655296723046,-3.161625362932682,60.92039972078055,2.0465670824050903,,,-1.7622488339742024
actor_critic,,0,21,13.615401289505522,16,0.024370193481445312,0.26700520515441895,,,31.227841418236494,-1.641968259587884,46.95686998125166,2.0437964648008347,,,-1.091575026512146
actor_critic,,0,22,13.382550075400804,16,0.01376795768737793,0.28095531463623047,,,34.53420610912144,-1.2045259904116392,51.05533027974889,2.042254313826561,,,-1.182157039642334
actor_critic,,0,23,9.779111226494557,13,0.008083105087280273,0.28922128677368164,,,43.73082675842139,-2.850373747257086,66.54456763198742,2.0395415196051965,,,-1.7395326174222505
actor_critic,,0,24,9.98145791429735,13,0.008201837539672852,0.2975790500640869,,,38.530319048808174,-9.993895625838867,69.32030938966916,2.0359532099503737,,,-1.7880027477557843
actor_critic,,0,25,7.169236907219402,11,0.00682377815246582,0.30464839935302734,,,54.70332049239766,-4.95359235460108,85.22416130478747,2.030487992546775,,,-2.373106349598278
actor_critic,,0,26,8.88726060086951,12,0.007801055908203125,0.31259822845458984,,,53.00801559910178,-3.398520485808452,80.58076674460123,2.0253711541493735,,,-2.109609762827555
actor_critic,,0,27,7.850671044922676,11,0.006858110427856445,0.3196263313293457,,,56.7676770998673,-7.822762607173487,92.27205850920555,2.020823998884721,,,-2.4255109266801314
actor_critic,,0,28,6.911802067922655,11,0.007010221481323242,0.32680439949035645,,,64.20022860643539,-2.5098233182321894,95.30007765365934,2.0170230215246026,,,-2.5626149611039595
actor_critic,,0,29,7.085075275529672,11,0.0072078704833984375,0.33417320251464844,,,62.21580326861956,-5.727581574496898,97.06197774715044,2.0140657858415083,,,-2.594778234308416
actor_critic,,0,30,8.607337281109839,12,0.007645845413208008,0.34196019172668457,,,61.866170056164265,-1.5449031442403793,90.587253626436,2.0128038922945657,,,-2.3270085652669272
actor_critic,,0,31,11.006426497220929,14,0.008691072463989258,0.3507993221282959,,,55.25372979044914,-0.8672236012560981,80.1727929466537,2.010257533618382,,,-1.928997312273298
actor_critic,,0,32,9.756999173935732,14,0.009007930755615234,0.3599672317504883,,,54.75318157885756,-4.407436376171453,84.5151669521417,2.008219633783613,,,-2.078110013689314
actor_critic,,0,33,9.832167954934718,14,0.008714914321899414,0.3688540458679199,,,59.862355661179336,-1.499528312257358,87.65983599078443,2.006385258265904,,,-2.128786087036133
actor_critic,,0,34,10.476238140829246,15,0.009129047393798828,0.37816333770751953,,,48.38030516505241,-11.327483379840851,85.29684282317757,2.003152863184611,,,-2.02130126953125
actor_critic,,0,35,7.595521513841642,13,0.008070945739746094,0.3863952159881592,,,67.82562813492349,-4.468656250204031,103.2775531364157,1.999961963066688,,,-2.5454339247483473
