algo,baseline,seed,episodes,final_eval_episodes,final_eval_mean_return,final_eval_std_return,total_training_time_sec,model_path
reinforce,0.0,1,1000,50,4.687226229132118,0.1746670731893177,2.2147068977355957,results/reinforce_baseline_0_seed_1/model.pt
