algo,ac_variant,n_steps,baseline,seed,episode,episode_return,episode_steps,episode_time_sec,elapsed_time_sec,eval_mean_return,eval_std_return,loss,policy_loss,value_loss,entropy,mean_return,mean_advantage,advantage
reinforce,,,100.0,2,1,54.226682973028716,66,0.022349834442138672,0.022351980209350586,,,-168.50323486328125,-168.50323486328125,,,20.092098236083984,-79.90790557861328,
reinforce,,,100.0,2,2,14.127486229989561,43,0.0070078372955322266,0.029491901397705078,,,-174.4208221435547,-174.4208221435547,,,2.362121343612671,-97.63787841796875,
reinforce,,,100.0,2,3,8.7278862895334,17,0.0035178661346435547,0.03309488296508789,,,-205.61270141601562,-205.61270141601562,,,2.707897424697876,-97.29210662841797,
reinforce,,,100.0,2,4,5.159616532097234,13,0.0025510787963867188,0.035733938217163086,,,-244.73745727539062,-244.73745727539062,,,1.020003318786621,-98.97999572753906,
reinforce,,,100.0,2,5,6.71858226734773,11,0.002012968063354492,0.0378267765045166,,,-184.09750366210938,-184.09750366210938,,,2.7167670726776123,-97.28323364257812,
reinforce,,,100.0,2,6,3.896719225402668,8,0.0014491081237792969,0.03934192657470703,,,-236.5464324951172,-236.5464324951172,,,1.6092692613601685,-98.39073181152344,
reinforce,,,100.0,2,7,5.42535499344115,11,0.002209901809692383,0.041606903076171875,,,-197.43568420410156,-197.43568420410156,,,1.820526123046875,-98.17947387695312,
reinforce,,,100.0,2,8,5.680547870134995,11,0.0024280548095703125,0.04413294792175293,,,-222.63095092773438,-222.63095092773438,,,1.9200652837753296,-98.0799331665039,
reinforce,,,100.0,2,9,7.263658956906228,11,0.001978158950805664,0.046196937561035156,,,-199.22254943847656,-199.22254943847656,,,2.8292324542999268,-97.17076873779297,
reinforce,,,100.0,2,10,3.1052119171292,9,0.001631021499633789,0.047883033752441406,,,-177.1582489013672,-177.1582489013672,,,0.6077670454978943,-99.39222717285156,
reinforce,,,100.0,2,11,3.7369136426001073,8,0.0019199848175048828,0.04985189437866211,,,-253.69052124023438,-253.69052124023438,,,1.1263995170593262,-98.87359619140625,
reinforce,,,100.0,2,12,3.683114117853889,9,0.0017588138580322266,0.05170583724975586,,,-260.0216369628906,-260.0216369628906,,,0.9881814122200012,-99.01181030273438,
reinforce,,,100.0,2,13,3.120447184262755,9,0.001641988754272461,0.0534060001373291,,,-225.99765014648438,-225.99765014648438,,,0.4788721799850464,-99.52112579345703,
reinforce,,,100.0,2,14,4.873241029224133,10,0.0020978450775146484,0.055565834045410156,,,-226.0603790283203,-226.0603790283203,,,1.6603243350982666,-98.33967590332031,
