algo,baseline,seed,episodes,final_eval_episodes,final_eval_mean_return,final_eval_std_return,total_training_time_sec,model_path
actor_critic,,1,1000,50,39.02187167319671,0.7278807549045667,16.28847885131836,results/actor_critic_seed_1/model.pt
