algo,ac_variant,n_steps,baseline,seed,episodes,final_eval_episodes,final_eval_mean_return,final_eval_std_return,total_training_time_sec,model_path
actor_critic,n_step,10,,1,1000,50,175.80874287858092,2.3697608814780406,23.137425184249878,results/actor_critic_nstep_10_seed_1/model.pt
