algo,ac_variant,n_steps,baseline,seed,episode,episode_return,episode_steps,episode_time_sec,elapsed_time_sec,eval_mean_return,eval_std_return,loss,policy_loss,value_loss,entropy,mean_return,mean_advantage,advantage
actor_critic,n_step,10,,0,1,30.814225665971996,29,0.04741692543029785,0.047418832778930664,,,79.14633178710938,13.704754829406738,93.48796081542969,2.156815528869629,8.78049373626709,8.601766586303711,8.601766586303711
actor_critic,n_step,10,,0,2,56.12037047279342,34,0.006953001022338867,0.0545039176940918,,,198.21653747558594,35.825931549072266,231.98658752441406,2.155315399169922,14.850213050842285,14.440804481506348,14.440804481506348
actor_critic,n_step,10,,0,3,34.98381465000059,31,0.007172107696533203,0.061894893646240234,,,93.61959075927734,19.834657669067383,105.40705108642578,2.154792547225952,9.634196281433105,9.312044143676758,9.312044143676758
actor_critic,n_step,10,,0,4,23.76011698952012,25,0.005566120147705078,0.06760501861572266,,,56.852294921875,14.921005249023438,59.9018440246582,2.1544055938720703,7.409122467041016,7.223217964172363,7.223217964172363
actor_critic,n_step,10,,0,5,18.670698567700704,22,0.005081892013549805,0.07284784317016602,,,46.897560119628906,12.001655578613281,49.85129165649414,2.154014825820923,6.199398994445801,5.872457981109619,5.872457981109619
actor_critic,n_step,10,,0,6,29.17396758958381,27,0.006008148193359375,0.07900285720825195,,,74.51769256591797,17.97205352783203,80.77948760986328,2.153630018234253,8.915548324584961,8.321131706237793,8.321131706237793
actor_critic,n_step,10,,0,7,37.96131563107744,32,0.0069162845611572266,0.08611106872558594,,,95.54913330078125,20.419025421142578,107.32872772216797,2.1533734798431396,10.554369926452637,9.494120597839355,9.494120597839355
actor_critic,n_step,10,,0,8,5.708673630466063,8,0.0018687248229980469,0.08812975883483887,,,16.129045486450195,8.752970695495605,10.537249565124512,2.1531662940979004,2.7624921798706055,2.953697443008423,2.953697443008423
actor_critic,n_step,10,,0,9,17.614879405095948,19,0.004548311233520508,0.09279704093933105,,,42.630714416503906,12.488367080688477,43.06049728393555,2.1531472206115723,6.569894313812256,5.7854413986206055,5.7854413986206055
actor_critic,n_step,10,,0,10,28.54714199585087,28,0.00642085075378418,0.0993506908416748,,,72.26255798339844,17.508602142333984,78.21993255615234,2.1532180309295654,8.6368989944458,7.6922993659973145,7.6922993659973145
actor_critic,n_step,10,,0,11,8.835231300140633,12,0.002702951431274414,0.10219788551330566,,,18.71938705444336,8.079361915588379,15.200035095214844,2.153400421142578,3.884218454360962,3.401251792907715,3.401251792907715
actor_critic,n_step,10,,0,12,29.526046655683977,30,0.0069119930267333984,0.10922503471374512,,,69.5533218383789,16.868669509887695,75.2637939453125,2.153632879257202,8.80083179473877,7.612584590911865,7.612584590911865
actor_critic,n_step,10,,0,13,29.584604243677575,34,0.007631063461303711,0.11699676513671875,,,51.22352981567383,14.496403694152832,52.467323303222656,2.1538591384887695,7.747288227081299,6.508781909942627,6.508781909942627
actor_critic,n_step,10,,0,14,11.703250649839836,16,0.003748178482055664,0.12092280387878418,,,25.777326583862305,8.940990447998047,24.051908493041992,2.154088020324707,4.562513828277588,3.604430913925171,3.604430913925171
actor_critic,n_step,10,,0,15,9.961286179085484,15,0.0036101341247558594,0.12466788291931152,,,15.38196086883545,5.73004150390625,13.788455963134766,2.154327392578125,3.9329323768615723,2.4367599487304688,2.4367599487304688
actor_critic,n_step,10,,0,16,99.63686643213046,77,0.016675710678100586,0.14148473739624023,,,130.5919189453125,22.868515014648438,153.89059448242188,2.1545908451080322,13.243265151977539,11.396676063537598,11.396676063537598
actor_critic,n_step,10,,0,17,6.51621061779136,9,0.002382040023803711,0.14405202865600586,,,9.288625717163086,4.842967987060547,6.350940704345703,2.1547374725341797,3.049454689025879,2.1264405250549316,2.1264405250549316
actor_critic,n_step,10,,0,18,18.34694484613397,23,0.0050089359283447266,0.14917898178100586,,,37.34468460083008,8.861242294311523,40.69063186645508,2.1548819541931152,6.543506622314453,4.971970081329346,4.971970081329346
actor_critic,n_step,10,,0,19,8.244687273511023,15,0.003187894821166992,0.1525108814239502,,,13.827219009399414,5.784636497497559,11.48940372467041,2.154812812805176,2.932176351547241,1.5491284132003784,1.5491284132003784
actor_critic,n_step,10,,0,20,14.071006685332883,20,0.004586219787597656,0.1574087142944336,238.11542923429835,1.927289036332914,24.35955047607422,6.910782814025879,24.92681121826172,2.154940366744995,5.1227545738220215,3.377220630645752,3.377220630645752
