algo,ac_variant,n_steps,baseline,seed,episodes,final_eval_episodes,final_eval_mean_return,final_eval_std_return,total_training_time_sec,model_path
reinforce,,,100.0,0,1000,50,41.31634304926813,0.49332876801036496,5.987944841384888,results/reinforce_baseline_100_seed_0/model.pt
