algo,baseline,seed,episodes,final_eval_episodes,final_eval_mean_return,final_eval_std_return,total_training_time_sec,model_path
reinforce,20.0,1,1000,50,155.08338121999773,4.649892188575472,28.387261867523193,results/reinforce_baseline_20_seed_1/model.pt
