algo,ac_variant,n_steps,baseline,seed,episodes,final_eval_episodes,final_eval_mean_return,final_eval_std_return,total_training_time_sec,model_path
reinforce,,,50.0,1,1000,50,273.250535976513,65.35222298116066,20.977615118026733,results/reinforce_baseline_50_seed_1/model.pt
