algo,ac_variant,n_steps,baseline,seed,episode,episode_return,episode_steps,episode_time_sec,elapsed_time_sec,eval_mean_return,eval_std_return,loss,policy_loss,value_loss,entropy,mean_return,mean_advantage,advantage
reinforce,,,50.0,1,1,48.77487904113931,45,0.02020406723022461,0.02020716667175293,,,-58.27186965942383,-58.27186965942383,,,22.113414764404297,-27.88658332824707,
reinforce,,,50.0,1,2,35.91012152476234,27,0.004626274108886719,0.02494215965270996,,,-57.15377426147461,-57.15377426147461,,,18.85335350036621,-31.14664649963379,
reinforce,,,50.0,1,3,92.92890208044123,53,0.009939908981323242,0.03496193885803223,,,-8.878799438476562,-8.878799438476562,,,44.132530212402344,-5.867468357086182,
reinforce,,,50.0,1,4,95.4592884198565,64,0.01101064682006836,0.046109914779663086,,,-30.1412296295166,-30.1412296295166,,,38.07398986816406,-11.926010131835938,
reinforce,,,50.0,1,5,23.407420857981307,19,0.0032958984375,0.04956698417663574,,,-84.7156982421875,-84.7156982421875,,,12.375941276550293,-37.62405776977539,
reinforce,,,50.0,1,6,51.132232189919755,35,0.00574183464050293,0.05537891387939453,,,-50.56563949584961,-50.56563949584961,,,27.713781356811523,-22.286216735839844,
reinforce,,,50.0,1,7,265.3418035702318,123,0.01985788345336914,0.07531285285949707,,,116.13377380371094,116.13377380371094,,,100.72665405273438,50.72664260864258,
reinforce,,,50.0,1,8,101.5650742574916,59,0.009480953216552734,0.08492803573608398,,,-14.64535903930664,-14.64535903930664,,,44.521114349365234,-5.478885173797607,
reinforce,,,50.0,1,9,105.93157064843268,58,0.009243965148925781,0.09429097175598145,,,-3.305483341217041,-3.305483341217041,,,48.44303512573242,-1.5569640398025513,
reinforce,,,50.0,1,10,75.91821321449717,46,0.007381916046142578,0.10175418853759766,,,-35.31733703613281,-35.31733703613281,,,35.06620788574219,-14.933793067932129,
reinforce,,,50.0,1,11,81.82297706563635,47,0.007559061050415039,0.10942316055297852,,,-24.87122344970703,-24.87122344970703,,,37.91862487792969,-12.081375122070312,
reinforce,,,50.0,1,12,2.0351359324163116,24,0.004246234893798828,0.11376118659973145,,,-133.36622619628906,-133.36622619628906,,,-3.853041648864746,-53.85304260253906,
reinforce,,,50.0,1,13,244.98154182004455,140,0.021940946578979492,0.13580918312072754,,,75.59044647216797,75.59044647216797,,,84.58663177490234,34.586639404296875,
reinforce,,,50.0,1,14,83.10851285815025,49,0.007706165313720703,0.1436631679534912,,,-22.68840217590332,-22.68840217590332,,,38.84823989868164,-11.151759147644043,
reinforce,,,50.0,1,15,199.63866225341667,98,0.01576709747314453,0.1594991683959961,,,74.96407318115234,74.96407318115234,,,80.99873352050781,30.998729705810547,
reinforce,,,50.0,1,16,68.50635017323906,40,0.006561756134033203,0.16622591018676758,,,-32.84516143798828,-32.84516143798828,,,32.6015739440918,-17.398426055908203,
reinforce,,,50.0,1,17,350.9772122810285,152,0.023704051971435547,0.19000720977783203,,,166.43740844726562,166.43740844726562,,,125.02488708496094,75.0248794555664,
reinforce,,,50.0,1,18,250.65238345703332,123,0.018329143524169922,0.2084810733795166,,,95.96961212158203,95.96961212158203,,,94.18384552001953,44.18385314941406,
reinforce,,,50.0,1,19,1.2116867990468467,21,0.003554105758666992,0.21215224266052246,,,-104.12464141845703,-104.12464141845703,,,-3.776060104370117,-53.776058197021484,
reinforce,,,50.0,1,20,197.5789552852658,105,0.016582012176513672,0.2288050651550293,291.61065408928937,14.80530526828654,53.216583251953125,53.216583251953125,,,77.18740844726562,27.187402725219727,
reinforce,,,50.0,1,21,275.10231885780684,153,0.023513078689575195,0.31055307388305664,,,92.99580383300781,92.99580383300781,,,92.13082122802734,42.130821228027344,
reinforce,,,50.0,1,22,262.1151061404322,140,0.021108150482177734,0.3317902088165283,,,89.8612060546875,89.8612060546875,,,92.54705810546875,42.54705047607422,
reinforce,,,50.0,1,23,119.97919974742672,69,0.010515928268432617,0.3424398899078369,,,6.514767646789551,6.514767646789551,,,51.00334930419922,1.003353238105774,
reinforce,,,50.0,1,24,164.93003631561453,101,0.015536069869995117,0.3580620288848877,,,27.826156616210938,27.826156616210938,,,61.963199615478516,11.963197708129883,
reinforce,,,50.0,1,25,110.42608164819082,64,0.009927988052368164,0.36826610565185547,,,-3.849600076675415,-3.849600076675415,,,48.635032653808594,-1.3649647235870361,
