algo,ac_variant,n_steps,baseline,seed,episode,episode_return,episode_steps,episode_time_sec,elapsed_time_sec,eval_mean_return,eval_std_return,loss,policy_loss,value_loss,entropy,mean_return,mean_advantage,advantage
reinforce,,,100.0,1,1,48.77487904113931,45,0.028681278228759766,0.02868366241455078,,,-160.06675720214844,-160.06675720214844,,,22.113414764404297,-77.88658142089844,
reinforce,,,100.0,1,2,35.822129545411904,27,0.004698276519775391,0.033493995666503906,,,-150.93731689453125,-150.93731689453125,,,18.77191162109375,-81.22808074951172,
reinforce,,,100.0,1,3,157.89653829192952,78,0.013216972351074219,0.04677987098693848,,,-62.454463958740234,-62.454463958740234,,,70.89311981201172,-29.10688018798828,
reinforce,,,100.0,1,4,20.454017771515176,17,0.0030858516693115234,0.049986839294433594,,,-172.456787109375,-172.456787109375,,,11.071616172790527,-88.92839813232422,
reinforce,,,100.0,1,5,6.601314421717201,18,0.003099203109741211,0.05318188667297363,,,-276.3526916503906,-276.3526916503906,,,0.49939537048339844,-99.50060272216797,
reinforce,,,100.0,1,6,27.47260037521011,19,0.0036470890045166016,0.05688786506652832,,,-188.9333038330078,-188.9333038330078,,,15.283740043640137,-84.71625518798828,
reinforce,,,100.0,1,7,25.97678514607416,24,0.004339933395385742,0.06132674217224121,,,-226.3636932373047,-226.3636932373047,,,13.595358848571777,-86.4046401977539,
reinforce,,,100.0,1,8,60.658277122246304,37,0.006693124771118164,0.06815576553344727,,,-148.02035522460938,-148.02035522460938,,,30.331087112426758,-69.66891479492188,
reinforce,,,100.0,1,9,84.49577497447736,53,0.0095977783203125,0.07786178588867188,,,-141.5662841796875,-141.5662841796875,,,36.352142333984375,-63.64786148071289,
reinforce,,,100.0,1,10,7.991231006897059,21,0.003984212875366211,0.08202600479125977,,,-237.19485473632812,-237.19485473632812,,,1.8916574716567993,-98.10835266113281,
reinforce,,,100.0,1,11,148.5345064956319,78,0.012827873229980469,0.09496188163757324,,,-85.52182006835938,-85.52182006835938,,,65.08345794677734,-34.91654586791992,
reinforce,,,100.0,1,12,113.68216352886431,61,0.010211706161499023,0.10533690452575684,,,-97.58348083496094,-97.58348083496094,,,51.47941207885742,-48.520591735839844,
reinforce,,,100.0,1,13,128.60692968348147,74,0.012362957000732422,0.1178288459777832,,,-101.93515014648438,-101.93515014648438,,,54.78705596923828,-45.21294403076172,
reinforce,,,100.0,1,14,87.28109186225763,72,0.011690139770507812,0.12964582443237305,,,-132.62644958496094,-132.62644958496094,,,40.1307258605957,-59.86927795410156,
reinforce,,,100.0,1,15,105.18956289686615,58,0.009439229965209961,0.1392209529876709,,,-117.30400085449219,-117.30400085449219,,,48.474029541015625,-51.52596664428711,
reinforce,,,100.0,1,16,103.80742776682914,59,0.00993490219116211,0.14930272102355957,,,-115.57574462890625,-115.57574462890625,,,46.7615852355957,-53.2384147644043,
reinforce,,,100.0,1,17,156.65702955007157,83,0.013501167297363281,0.16294193267822266,,,-82.89268493652344,-82.89268493652344,,,65.6494140625,-34.3505859375,
reinforce,,,100.0,1,18,43.26450266634767,25,0.004604816436767578,0.16766595840454102,,,-162.19760131835938,-162.19760131835938,,,24.354799270629883,-75.64520263671875,
reinforce,,,100.0,1,19,110.56050847486102,60,0.009853839874267578,0.17764878273010254,,,-108.33634185791016,-108.33634185791016,,,51.25705337524414,-48.74294662475586,
reinforce,,,100.0,1,20,103.10685427756161,57,0.009444952011108398,0.18723678588867188,126.26452646645494,1.4126921109270918,-123.38823699951172,-123.38823699951172,,,47.38075637817383,-52.61924362182617,
reinforce,,,100.0,1,21,68.04889188162603,48,0.00761103630065918,0.22449088096618652,,,-151.49464416503906,-151.49464416503906,,,27.134702682495117,-72.86530303955078,
reinforce,,,100.0,1,22,62.95618647039299,44,0.007119894027709961,0.23172783851623535,,,-152.54322814941406,-152.54322814941406,,,26.07746124267578,-73.92253875732422,
reinforce,,,100.0,1,23,117.276510271225,66,0.010461091995239258,0.24228692054748535,,,-120.2529525756836,-120.2529525756836,,,52.20629119873047,-47.79371643066406,
reinforce,,,100.0,1,24,109.44688879323634,60,0.009304046630859375,0.25169897079467773,,,-92.39845275878906,-92.39845275878906,,,50.74825668334961,-49.25174331665039,
