algo,ac_variant,n_steps,baseline,seed,episodes,final_eval_episodes,final_eval_mean_return,final_eval_std_return,total_training_time_sec,model_path
reinforce,,,100.0,1,1000,50,52.214855751202805,6.298391377497095,6.6187169551849365,results/reinforce_baseline_100_seed_1/model.pt
