algo,baseline,seed,episodes,final_eval_episodes,final_eval_mean_return,final_eval_std_return,total_training_time_sec,model_path
reinforce,20.0,2,1000,50,172.42969682588375,4.236366952933604,25.303492069244385,results/reinforce_baseline_20_seed_2/model.pt
